ID da Venda,Data da Venda,Preço,Preço Original,Desconto Aplicado,Produto,Categoria,Marca,Canal de Venda,Região,Nome do Funcionário,Quantidade de Vendas,Quantidade em Estoque,Avaliação
V098121,2025-01-11,727.75,803.78,76.03,Memória RAM,Componentes,Corsair,Marketplace,Norte,Ana Costa,100,77,3.7
V098122,2023-01-09,234.35,248.7,14.35,Dock Station,Periféricos,HP,Venda Direta,Norte,Daniela Souza,48,122,4.2
V098123,2024-02-18,6006.36,6666.03,659.67,Placa de Vídeo,Componentes,Intel,E-commerce,Norte,Eduardo Rocha,64,115,1.5
V098124,2023-08-14,125.88,139.75,13.87,Lâmpada Inteligente,Eletrônicos,Samsung,E-commerce,Nordeste,Eduardo Rocha,50,102,4.8
V098125,2024-01-25,326.13,428.53,102.4,Controle de Videogame,Acessórios,Anker,Loja Física,Sudeste,Daniela Souza,87,168,1.7
V098126,2023-07-16,458.47,462.57,4.1,Caixa de Som,Áudio e Vídeo,Sony,Venda Direta,Sul,Daniela Souza,97,181,2.7
V098127,2024-02-25,567.29,713.62,146.33,TV Box,Áudio e Vídeo,Philips,Marketplace,Centro-Oeste,Carlos Silva,12,113,2.4
V098128,2024-03-24,200.39,258.6,58.21,Ring Light,Acessórios,Belkin,Loja Física,Centro-Oeste,Eduardo Rocha,48,26,4.1
V098129,2023-11-13,606.74,802.3,195.56,Estabilizador,Componentes,NVIDIA,Loja Física,Norte,Daniela Souza,21,190,2.3
V098130,2024-10-22,2619.53,2801.31,181.78,Projetor,Áudio e Vídeo,Sony,Venda Direta,Sul,Eduardo Rocha,31,168,1.1
V098131,2023-08-22,77.96,106.33,28.37,Adaptador Bluetooth,Acessórios,Baseus,Marketplace,Norte,Bruno Lima,38,128,1.6
V098132,2023-03-12,1226.34,1718.07,491.73,SSD,Armazenamento,Seagate,Marketplace,Nordeste,Eduardo Rocha,19,190,1.5
V098133,2024-01-04,256.95,349.2,92.25,Controle de Videogame,Acessórios,Baseus,E-commerce,Nordeste,Ana Costa,49,149,3.2
V098134,2024-12-26,56.94,66.23,9.29,Pen Drive,Armazenamento,SanDisk,Venda Direta,Sul,Fernanda Alves,88,35,4.0
V098135,2023-04-13,409.75,539.38,129.63,Carregador Portátil,Acessórios,Belkin,Venda Direta,Sudeste,Daniela Souza,77,195,5.0
V098136,2024-06-28,162.21,205.68,43.47,Mouse,Periféricos,Multilaser,E-commerce,Centro-Oeste,Carlos Silva,32,94,1.3
V098137,2025-03-16,505.94,709.79,203.85,Dock Station,Periféricos,Multilaser,Loja Física,Sudeste,Daniela Souza,85,182,1.7
V098138,2024-09-04,1258.97,1432.67,173.7,SSD,Armazenamento,Seagate,Venda Direta,Centro-Oeste,Fernanda Alves,65,151,3.1
V098139,2025-03-25,772.1,1010.65,238.55,Dock Station,Periféricos,Multilaser,Loja Física,Centro-Oeste,Eduardo Rocha,24,55,4.0
V098140,2023-02-25,235.38,245.41,10.03,Tripé,Acessórios,Anker,E-commerce,Norte,Bruno Lima,56,40,1.7
V098141,2023-08-21,1401.1,1699.57,298.47,Impressora,Periféricos,Multilaser,Venda Direta,Nordeste,Carlos Silva,89,6,2.7
V098142,2025-01-18,5071.04,6404.0,1332.96,Placa de Vídeo,Componentes,Corsair,Loja Física,Centro-Oeste,Ana Costa,61,125,4.8
V098143,2023-07-09,133.98,138.61,4.63,Microfone,Áudio e Vídeo,JBL,Loja Física,Nordeste,Eduardo Rocha,73,136,1.3
V098144,2023-07-05,1446.1,1610.58,164.48,Câmera,Áudio e Vídeo,Bose,Loja Física,Sudeste,Ana Costa,23,65,2.3
V098145,2024-12-09,102.77,121.83,19.06,Leitor de Cartão,Acessórios,Belkin,E-commerce,Norte,Carlos Silva,1,68,2.9
V098146,2023-01-23,2938.3,3308.85,370.55,Processador,Componentes,Intel,Venda Direta,Sul,Bruno Lima,20,87,3.1
V098147,2025-03-01,442.82,443.62,0.8,No-Break,Componentes,AMD,Loja Física,Sudeste,Ana Costa,95,150,2.4
V098148,2023-10-21,2734.02,3075.37,341.35,Processador,Componentes,Corsair,E-commerce,Nordeste,Fernanda Alves,37,3,4.2
V098149,2023-09-03,711.77,813.69,101.92,Monitor,Periféricos,HP,Venda Direta,Norte,Ana Costa,25,30,2.1
V098150,2023-10-15,744.15,978.51,234.36,HD Externo,Armazenamento,Seagate,Venda Direta,Sudeste,Daniela Souza,9,125,3.4
V098151,2023-08-03,136.8,164.57,27.77,Cooler,Componentes,NVIDIA,Venda Direta,Nordeste,Bruno Lima,25,8,2.2
V098152,2023-03-21,3621.06,4303.12,682.06,Smartphone,Eletrônicos,Samsung,Loja Física,Norte,Ana Costa,57,139,3.7
V098153,2023-02-23,121.21,129.38,8.17,Adaptador Bluetooth,Acessórios,Belkin,Venda Direta,Norte,Fernanda Alves,38,110,1.3
V098154,2024-10-24,494.98,672.59,177.61,Controle de Videogame,Acessórios,Baseus,Loja Física,Norte,Eduardo Rocha,5,169,4.9
V098155,2023-03-22,1247.73,1564.07,316.34,Impressora,Periféricos,Logitech,Loja Física,Nordeste,Bruno Lima,61,62,2.2
V098156,2024-06-06,98.1,135.18,37.08,Lâmpada Inteligente,Eletrônicos,LG,Loja Física,Norte,Eduardo Rocha,48,166,1.6
V098157,2023-02-06,514.04,556.13,42.09,TV Box,Áudio e Vídeo,Sony,Venda Direta,Nordeste,Carlos Silva,75,105,4.5
V098158,2024-07-10,787.19,859.39,72.2,Dock Station,Periféricos,Dell,E-commerce,Sudeste,Ana Costa,12,22,2.4
V098159,2023-07-02,1180.86,1272.28,91.42,Placa Mãe,Componentes,AMD,Marketplace,Sudeste,Carlos Silva,74,134,4.6
V098160,2024-05-10,162.36,230.27,67.91,Mouse,Periféricos,Dell,E-commerce,Centro-Oeste,Eduardo Rocha,38,97,4.3
V098161,2024-08-30,101.06,102.89,1.83,Leitor de Cartão,Acessórios,Belkin,Marketplace,Centro-Oeste,Daniela Souza,75,61,1.4
V098162,2023-02-19,52.09,61.4,9.31,Leitor de Cartão,Acessórios,Belkin,Venda Direta,Centro-Oeste,Daniela Souza,12,85,1.0
V098163,2023-12-20,243.35,332.87,89.52,Webcam,Periféricos,Multilaser,E-commerce,Sul,Fernanda Alves,50,176,2.1
V098164,2023-01-28,675.37,905.69,230.32,Dock Station,Periféricos,Dell,Venda Direta,Norte,Carlos Silva,16,187,1.5
V098165,2023-08-28,133.23,169.77,36.54,Controle de Videogame,Acessórios,Genérico,E-commerce,Centro-Oeste,Eduardo Rocha,78,195,1.3
V098166,2023-10-13,151.25,193.4,42.15,Microfone,Áudio e Vídeo,JBL,Marketplace,Norte,Eduardo Rocha,40,57,1.0
V098167,2024-06-07,140.24,195.58,55.34,Leitor de Cartão,Acessórios,Anker,E-commerce,Norte,Eduardo Rocha,80,39,2.5
V098168,2024-09-14,1902.76,2298.65,395.89,Tablet,Eletrônicos,Apple,Marketplace,Centro-Oeste,Fernanda Alves,19,14,4.0
V098169,2023-06-07,139.84,141.91,2.07,Adaptador Bluetooth,Acessórios,Belkin,E-commerce,Nordeste,Fernanda Alves,18,187,4.0
V098170,2024-12-11,519.08,551.68,32.6,TV Box,Áudio e Vídeo,JBL,Loja Física,Sul,Carlos Silva,97,83,4.7
V098171,2024-04-17,2068.38,2784.3,715.92,Notebook,Informática,Acer,E-commerce,Sul,Fernanda Alves,21,196,4.7
V098172,2023-11-04,226.21,256.44,30.23,Ring Light,Acessórios,Genérico,Venda Direta,Sudeste,Fernanda Alves,9,76,1.7
V098173,2024-03-22,1294.62,1600.35,305.73,Processador,Componentes,Corsair,E-commerce,Nordeste,Fernanda Alves,15,105,1.7
V098174,2024-11-02,1031.67,1426.26,394.59,SSD,Armazenamento,Seagate,Marketplace,Centro-Oeste,Carlos Silva,33,153,4.7
V098175,2023-03-22,347.0,385.15,38.15,Fone de Ouvido,Áudio e Vídeo,Philips,E-commerce,Sudeste,Fernanda Alves,60,122,3.3
V098176,2023-06-16,1106.76,1506.61,399.85,Smartwatch,Eletrônicos,Samsung,Loja Física,Centro-Oeste,Eduardo Rocha,33,143,1.5
V098177,2025-04-12,154.67,164.85,10.18,Pen Drive,Armazenamento,SanDisk,E-commerce,Sul,Eduardo Rocha,99,17,3.7
V098178,2024-06-29,170.78,230.89,60.11,Pen Drive,Armazenamento,Western Digital,Loja Física,Centro-Oeste,Bruno Lima,89,174,1.6
V098179,2023-10-29,6761.46,6911.86,150.4,Placa de Vídeo,Componentes,NVIDIA,Venda Direta,Norte,Fernanda Alves,83,185,3.0
V098180,2024-07-31,884.33,980.26,95.93,Scanner,Periféricos,Multilaser,Loja Física,Centro-Oeste,Bruno Lima,71,84,4.3
V098181,2023-02-10,937.8,1325.25,387.45,Smartwatch,Eletrônicos,Apple,Venda Direta,Nordeste,Bruno Lima,68,63,3.9
V098182,2023-09-03,337.37,361.07,23.7,SSD,Armazenamento,Western Digital,Loja Física,Centro-Oeste,Carlos Silva,26,187,2.5
V098183,2024-07-22,1182.74,1670.26,487.52,Caixa de Som,Áudio e Vídeo,Philips,Loja Física,Sudeste,Eduardo Rocha,2,124,4.4
V098184,2023-08-06,1078.92,1443.57,364.65,Câmera,Áudio e Vídeo,Philips,Loja Física,Sudeste,Fernanda Alves,68,34,1.8
V098185,2023-07-05,3440.34,4388.94,948.6,Smartphone,Eletrônicos,Samsung,E-commerce,Sul,Fernanda Alves,18,153,3.0
V098186,2024-05-12,125.04,133.88,8.84,Pen Drive,Armazenamento,SanDisk,Loja Física,Centro-Oeste,Fernanda Alves,77,161,4.2
V098187,2023-06-26,1487.84,1606.6,118.76,Caixa de Som,Áudio e Vídeo,Sony,Marketplace,Sudeste,Eduardo Rocha,68,186,4.1
V098188,2024-09-10,737.54,775.15,37.61,Memória RAM,Componentes,Intel,Loja Física,Nordeste,Bruno Lima,54,52,4.3
V098189,2023-12-27,2988.45,3649.62,661.17,Smartphone,Eletrônicos,Xiaomi,E-commerce,Nordeste,Ana Costa,99,15,2.8
V098190,2025-02-06,410.08,579.11,169.03,Fone de Ouvido,Áudio e Vídeo,JBL,Venda Direta,Sudeste,Daniela Souza,56,76,4.2
V098191,2023-03-08,132.44,186.56,54.12,Mouse,Periféricos,Dell,Venda Direta,Centro-Oeste,Ana Costa,63,136,4.0
V098192,2023-11-20,783.72,856.92,73.2,SSD,Armazenamento,SanDisk,Marketplace,Centro-Oeste,Fernanda Alves,25,79,3.6
V098193,2024-02-16,173.72,245.34,71.62,Scanner,Periféricos,Multilaser,Venda Direta,Centro-Oeste,Carlos Silva,51,35,3.4
V098194,2024-10-11,77.9,99.15,21.25,Pen Drive,Armazenamento,Seagate,Loja Física,Sudeste,Eduardo Rocha,12,180,3.3
V098195,2023-04-19,454.07,489.48,35.41,Microfone,Áudio e Vídeo,Bose,E-commerce,Norte,Eduardo Rocha,20,70,3.6
V098196,2023-07-18,577.97,693.68,115.71,No-Break,Componentes,NVIDIA,Marketplace,Sul,Daniela Souza,32,175,2.6
V098197,2023-01-11,3787.09,4160.55,373.46,Tablet,Eletrônicos,Samsung,Venda Direta,Sudeste,Ana Costa,27,140,3.3
V098198,2023-06-19,3625.82,4571.2,945.38,Projetor,Áudio e Vídeo,Bose,E-commerce,Centro-Oeste,Bruno Lima,30,38,1.2
V098199,2024-12-25,971.88,1111.24,139.36,Estabilizador,Componentes,Intel,Loja Física,Nordeste,Eduardo Rocha,42,12,1.6
V098200,2024-01-21,806.87,1120.69,313.82,Câmera,Áudio e Vídeo,Bose,Marketplace,Sul,Eduardo Rocha,6,94,1.0
V098201,2024-08-08,224.36,239.6,15.24,Gabinete,Componentes,AMD,Loja Física,Nordeste,Ana Costa,57,96,2.2
V098202,2025-04-05,414.25,443.04,28.79,Webcam,Periféricos,Logitech,Venda Direta,Sul,Bruno Lima,89,19,2.6
V098203,2024-01-22,680.73,708.79,28.06,Placa Mãe,Componentes,AMD,Venda Direta,Sul,Fernanda Alves,88,168,3.7
V098204,2023-12-02,752.74,877.51,124.77,Switch de Rede,Rede,D-Link,Venda Direta,Centro-Oeste,Daniela Souza,31,130,2.2
V098205,2023-02-20,150.89,176.34,25.45,Microfone,Áudio e Vídeo,Sony,Loja Física,Sul,Fernanda Alves,29,164,4.9
V098206,2024-04-05,185.01,234.07,49.06,Lâmpada Inteligente,Eletrônicos,Xiaomi,Venda Direta,Centro-Oeste,Carlos Silva,49,0,1.0
V098207,2024-03-22,208.13,210.5,2.37,Fone de Ouvido,Áudio e Vídeo,JBL,Venda Direta,Centro-Oeste,Ana Costa,7,152,4.9
V098208,2023-04-08,126.07,139.47,13.4,Gabinete,Componentes,Intel,E-commerce,Norte,Carlos Silva,85,115,3.9
V098209,2023-02-18,471.66,521.54,49.88,Roteador,Rede,Ubiquiti,Marketplace,Nordeste,Fernanda Alves,82,183,2.8
V098210,2023-11-29,433.89,452.34,18.45,HD Externo,Armazenamento,Western Digital,Venda Direta,Nordeste,Daniela Souza,93,90,4.6
V098211,2023-02-25,211.52,275.12,63.6,Fone de Ouvido,Áudio e Vídeo,JBL,Venda Direta,Sudeste,Carlos Silva,46,168,2.2
V098212,2023-10-13,166.68,200.84,34.16,Microfone,Áudio e Vídeo,Sony,Marketplace,Sudeste,Ana Costa,24,184,3.4
V098213,2023-10-14,496.89,590.69,93.8,Fonte de Alimentação,Componentes,NVIDIA,Venda Direta,Centro-Oeste,Bruno Lima,87,15,1.8
V098214,2024-02-20,1063.79,1140.94,77.15,Impressora,Periféricos,HP,E-commerce,Sul,Carlos Silva,51,184,3.6
V098215,2023-10-31,464.82,497.14,32.32,Webcam,Periféricos,Multilaser,Marketplace,Sudeste,Fernanda Alves,41,147,2.1
V098216,2025-01-02,6523.52,6673.96,150.44,Projetor,Áudio e Vídeo,Philips,Marketplace,Sudeste,Bruno Lima,48,168,3.0
V098217,2024-04-03,435.44,480.85,45.41,Tripé,Acessórios,Belkin,Loja Física,Nordeste,Eduardo Rocha,5,191,3.1
V098218,2023-09-23,90.65,104.49,13.84,Pen Drive,Armazenamento,Kingston,Venda Direta,Norte,Ana Costa,11,169,4.0
V098219,2024-04-04,376.42,436.75,60.33,Controle de Videogame,Acessórios,Belkin,E-commerce,Norte,Fernanda Alves,87,97,2.3
V098220,2023-04-11,5455.31,5910.31,455.0,Notebook,Informática,Acer,Loja Física,Nordeste,Fernanda Alves,1,100,3.4
V098221,2024-11-09,873.39,976.59,103.2,Fonte de Alimentação,Componentes,NVIDIA,Venda Direta,Norte,Fernanda Alves,65,73,2.6
V098222,2024-02-23,1271.46,1305.69,34.23,Projetor,Áudio e Vídeo,Philips,Loja Física,Norte,Bruno Lima,51,99,1.1
V098223,2023-06-12,70.49,76.9,6.41,Teclado,Periféricos,Logitech,Venda Direta,Nordeste,Ana Costa,78,170,1.2
V098224,2024-11-13,299.24,303.79,4.55,Gabinete,Componentes,Intel,Loja Física,Centro-Oeste,Eduardo Rocha,82,86,4.8
V098225,2025-04-03,145.07,153.61,8.54,Carregador Portátil,Acessórios,Anker,E-commerce,Sudeste,Eduardo Rocha,10,37,4.9
V098226,2024-12-06,3628.32,4917.41,1289.09,Smartphone,Eletrônicos,Samsung,Loja Física,Nordeste,Carlos Silva,26,179,2.9
V098227,2024-05-14,719.56,886.69,167.13,Estabilizador,Componentes,Intel,Venda Direta,Sul,Daniela Souza,23,25,4.1
V098228,2024-12-20,1074.94,1249.83,174.89,Câmera,Áudio e Vídeo,JBL,E-commerce,Centro-Oeste,Bruno Lima,95,158,4.7
V098229,2025-04-19,494.93,549.08,54.15,SSD,Armazenamento,Seagate,E-commerce,Sudeste,Carlos Silva,48,43,3.2
V098230,2024-06-18,94.23,130.28,36.05,Estabilizador,Componentes,Intel,E-commerce,Sudeste,Carlos Silva,61,174,2.3
V098231,2025-01-20,355.28,425.83,70.55,Microfone,Áudio e Vídeo,Bose,Loja Física,Nordeste,Bruno Lima,92,79,3.3
V098232,2023-05-14,397.82,438.01,40.19,Microfone,Áudio e Vídeo,Sony,E-commerce,Norte,Bruno Lima,7,38,1.7
V098233,2025-04-09,1674.9,2033.53,358.63,Smartphone,Eletrônicos,LG,Venda Direta,Nordeste,Ana Costa,100,8,3.7
V098234,2023-08-14,1794.29,2035.51,241.22,Smartphone,Eletrônicos,LG,Loja Física,Centro-Oeste,Ana Costa,73,19,1.3
V098235,2025-01-29,391.44,445.26,53.82,Dock Station,Periféricos,HP,E-commerce,Sudeste,Eduardo Rocha,100,4,4.1
V098236,2024-09-09,1527.19,1828.78,301.59,Smartphone,Eletrônicos,LG,Venda Direta,Nordeste,Bruno Lima,79,84,2.0
V098237,2023-03-08,902.35,1024.0,121.65,Câmera,Áudio e Vídeo,JBL,E-commerce,Centro-Oeste,Carlos Silva,50,195,4.8
V098238,2023-07-19,188.06,233.61,45.55,Lâmpada Inteligente,Eletrônicos,Apple,Loja Física,Sul,Carlos Silva,96,135,4.2
V098239,2023-05-01,115.82,136.92,21.1,Leitor de Cartão,Acessórios,Genérico,Venda Direta,Sul,Daniela Souza,97,192,4.9
V098240,2023-03-27,779.9,1014.59,234.69,Monitor,Periféricos,Dell,Marketplace,Norte,Daniela Souza,99,91,3.9
V098241,2024-02-03,132.25,134.8,2.55,Mouse,Periféricos,HP,E-commerce,Sul,Daniela Souza,26,132,3.4
V098242,2023-02-12,327.64,335.41,7.77,SSD,Armazenamento,SanDisk,E-commerce,Centro-Oeste,Carlos Silva,83,159,2.6
V098243,2024-03-11,1129.39,1170.32,40.93,Caixa de Som,Áudio e Vídeo,JBL,E-commerce,Sul,Daniela Souza,14,9,2.5
V098244,2024-05-30,401.18,486.09,84.91,Microfone,Áudio e Vídeo,Philips,Venda Direta,Nordeste,Fernanda Alves,94,151,3.9
V098245,2024-05-05,280.11,390.74,110.63,Dock Station,Periféricos,HP,Venda Direta,Centro-Oeste,Daniela Souza,26,119,3.1
V098246,2024-03-06,111.68,139.21,27.53,Lâmpada Inteligente,Eletrônicos,Apple,Marketplace,Sul,Eduardo Rocha,6,143,1.9
V098247,2024-02-20,622.97,821.44,198.47,Monitor,Periféricos,Multilaser,E-commerce,Nordeste,Ana Costa,29,128,2.9
V098248,2023-03-01,270.54,353.46,82.92,Carregador Portátil,Acessórios,Baseus,Loja Física,Sudeste,Eduardo Rocha,52,136,3.5
V098249,2023-08-26,1009.19,1265.1,255.91,Monitor,Periféricos,Logitech,Marketplace,Sul,Carlos Silva,63,31,4.7
V098250,2023-12-26,488.06,608.85,120.79,Gabinete,Componentes,Intel,E-commerce,Sul,Fernanda Alves,47,106,4.7
V098251,2025-02-03,1697.59,2357.6,660.01,Processador,Componentes,AMD,E-commerce,Nordeste,Daniela Souza,87,187,1.8
V098252,2024-08-20,296.5,395.97,99.47,Smartwatch,Eletrônicos,LG,Loja Física,Norte,Carlos Silva,45,125,1.6
V098253,2024-10-11,752.9,886.04,133.14,No-Break,Componentes,Intel,Venda Direta,Nordeste,Carlos Silva,15,90,3.0
V098254,2023-07-10,151.94,159.07,7.13,Adaptador Bluetooth,Acessórios,Anker,Loja Física,Norte,Eduardo Rocha,43,32,1.5
V098255,2023-07-27,192.42,242.04,49.62,Pen Drive,Armazenamento,Seagate,E-commerce,Norte,Ana Costa,7,105,3.2
V098256,2024-11-29,655.1,688.07,32.97,Impressora,Periféricos,Logitech,Loja Física,Centro-Oeste,Daniela Souza,20,133,3.8
V098257,2024-07-31,4529.65,5674.29,1144.64,Projetor,Áudio e Vídeo,JBL,Marketplace,Nordeste,Bruno Lima,19,98,1.4
V098258,2024-07-28,256.99,344.55,87.56,Carregador Portátil,Acessórios,Belkin,E-commerce,Centro-Oeste,Eduardo Rocha,21,135,4.1
V098259,2023-12-13,122.19,157.29,35.1,Mouse,Periféricos,HP,Loja Física,Centro-Oeste,Eduardo Rocha,19,105,3.1
V098260,2024-05-19,1254.69,1475.81,221.12,Smartwatch,Eletrônicos,Apple,Loja Física,Sul,Carlos Silva,32,174,2.9
V098261,2023-09-12,679.39,845.58,166.19,Memória RAM,Componentes,Intel,Loja Física,Centro-Oeste,Daniela Souza,54,51,2.1
V098262,2025-02-14,68.46,78.07,9.61,Hub USB,Acessórios,Baseus,Marketplace,Sudeste,Eduardo Rocha,94,15,1.3
V098263,2024-08-26,347.7,432.58,84.88,Webcam,Periféricos,Dell,Marketplace,Nordeste,Fernanda Alves,8,28,1.7
V098264,2023-07-12,881.99,950.08,68.09,Impressora,Periféricos,Logitech,Marketplace,Nordeste,Eduardo Rocha,47,199,3.9
V098265,2024-06-28,56.45,59.58,3.13,Roteador,Rede,Ubiquiti,E-commerce,Centro-Oeste,Carlos Silva,49,139,4.7
V098266,2023-09-24,484.75,514.91,30.16,Placa Mãe,Componentes,Intel,Marketplace,Centro-Oeste,Eduardo Rocha,31,124,3.3
V098267,2024-08-25,758.67,889.65,130.98,Dock Station,Periféricos,Dell,Loja Física,Nordeste,Eduardo Rocha,8,108,1.2
V098268,2023-01-23,85.15,92.42,7.27,TV Box,Áudio e Vídeo,Bose,Loja Física,Sul,Eduardo Rocha,74,165,3.2
V098269,2024-08-03,4197.55,4822.91,625.36,Processador,Componentes,Intel,Loja Física,Sudeste,Ana Costa,95,39,3.5
V098270,2024-12-01,6031.68,6920.11,888.43,Notebook,Informática,Acer,Marketplace,Centro-Oeste,Bruno Lima,9,44,5.0
V098271,2023-03-15,158.98,164.82,5.84,Cooler,Componentes,AMD,Marketplace,Sudeste,Fernanda Alves,19,181,3.7
V098272,2024-04-26,887.58,921.61,34.03,Câmera,Áudio e Vídeo,Bose,Venda Direta,Norte,Eduardo Rocha,84,181,3.0
V098273,2023-11-08,6848.95,8367.93,1518.98,Smartphone,Eletrônicos,Xiaomi,Venda Direta,Sul,Carlos Silva,26,80,1.4
V098274,2024-12-13,331.92,406.18,74.26,SSD,Armazenamento,Seagate,Marketplace,Norte,Carlos Silva,7,101,1.8
V098275,2025-04-12,192.12,271.14,79.02,Estabilizador,Componentes,AMD,Marketplace,Nordeste,Daniela Souza,85,41,4.2
V098276,2023-02-03,559.65,720.52,160.87,Switch de Rede,Rede,D-Link,Venda Direta,Norte,Ana Costa,34,168,2.6
V098277,2024-11-11,160.07,197.72,37.65,Fone de Ouvido,Áudio e Vídeo,Bose,Loja Física,Centro-Oeste,Daniela Souza,18,196,1.8
V098278,2025-02-22,104.48,124.1,19.62,Adaptador Bluetooth,Acessórios,Genérico,Venda Direta,Sul,Bruno Lima,14,97,1.0
V098279,2023-11-04,416.67,467.81,51.14,Fonte de Alimentação,Componentes,NVIDIA,Loja Física,Sul,Ana Costa,10,50,1.1
V098280,2023-01-10,271.0,313.22,42.22,Carregador Portátil,Acessórios,Belkin,Venda Direta,Nordeste,Bruno Lima,40,62,2.4
V098281,2024-05-07,78.45,86.69,8.24,Switch de Rede,Rede,D-Link,Marketplace,Centro-Oeste,Eduardo Rocha,74,95,2.0
V098282,2023-10-10,254.3,268.03,13.73,Ring Light,Acessórios,Anker,Venda Direta,Sudeste,Ana Costa,82,125,1.2
V098283,2024-12-13,821.08,825.14,4.06,Dock Station,Periféricos,HP,Loja Física,Sul,Eduardo Rocha,58,57,3.6
V098284,2024-03-31,355.75,493.8,138.05,Estabilizador,Componentes,NVIDIA,Marketplace,Sudeste,Daniela Souza,53,1,3.3
V098285,2023-03-20,565.0,758.92,193.92,Roteador,Rede,TP-Link,E-commerce,Norte,Fernanda Alves,58,163,2.9
V098286,2025-02-13,2132.45,2391.66,259.21,Smartphone,Eletrônicos,Apple,Loja Física,Norte,Fernanda Alves,7,116,4.5
V098287,2024-10-27,116.58,117.38,0.8,Leitor de Cartão,Acessórios,Genérico,Venda Direta,Sul,Eduardo Rocha,9,122,1.6
V098288,2023-08-27,432.65,502.93,70.28,Dock Station,Periféricos,Logitech,Marketplace,Norte,Daniela Souza,73,115,2.4
V098289,2025-01-03,1401.5,1936.86,535.36,Câmera,Áudio e Vídeo,JBL,Marketplace,Sudeste,Eduardo Rocha,68,31,3.9
V098290,2024-10-06,4863.41,6108.59,1245.18,Tablet,Eletrônicos,Xiaomi,E-commerce,Norte,Fernanda Alves,53,84,3.9
V098291,2025-02-06,785.53,1065.59,280.06,Estabilizador,Componentes,Intel,Marketplace,Centro-Oeste,Ana Costa,17,106,3.5
V098292,2024-12-05,53.16,60.27,7.11,Leitor de Cartão,Acessórios,Genérico,Loja Física,Norte,Eduardo Rocha,83,197,4.8
V098293,2024-12-15,71.14,99.07,27.93,Lâmpada Inteligente,Eletrônicos,LG,Marketplace,Nordeste,Fernanda Alves,89,109,2.2
V098294,2023-07-19,1142.34,1350.7,208.36,Caixa de Som,Áudio e Vídeo,Sony,Marketplace,Centro-Oeste,Carlos Silva,22,105,3.6
V098295,2024-07-18,391.06,539.37,148.31,Switch de Rede,Rede,Cisco,E-commerce,Centro-Oeste,Eduardo Rocha,31,172,1.1
V098296,2024-11-13,2569.97,2907.97,338.0,Smartphone,Eletrônicos,Apple,Venda Direta,Sudeste,Daniela Souza,55,195,3.4
V098297,2024-07-11,108.21,123.42,15.21,Pen Drive,Armazenamento,Western Digital,Marketplace,Centro-Oeste,Daniela Souza,57,141,3.8
V098298,2025-02-10,127.91,169.4,41.49,Pen Drive,Armazenamento,Kingston,Marketplace,Nordeste,Fernanda Alves,48,7,3.5
V098299,2023-01-27,427.25,431.94,4.69,Controle de Videogame,Acessórios,Anker,Venda Direta,Norte,Carlos Silva,56,73,4.4
V098300,2024-03-25,231.2,256.18,24.98,Smartwatch,Eletrônicos,Xiaomi,Venda Direta,Sudeste,Bruno Lima,91,36,4.8
V098301,2024-09-12,894.96,1140.2,245.24,Memória RAM,Componentes,NVIDIA,Marketplace,Sul,Ana Costa,83,88,2.1
V098302,2024-09-02,339.25,365.96,26.71,Carregador Portátil,Acessórios,Belkin,Loja Física,Nordeste,Carlos Silva,30,195,1.0
V098303,2023-02-13,273.52,344.75,71.23,Fone de Ouvido,Áudio e Vídeo,Philips,Loja Física,Sul,Ana Costa,38,6,3.3
V098304,2023-01-02,337.93,414.27,76.34,Ring Light,Acessórios,Genérico,E-commerce,Nordeste,Ana Costa,22,161,4.8
V098305,2023-03-04,152.58,203.94,51.36,Hub USB,Acessórios,Baseus,Loja Física,Nordeste,Daniela Souza,91,61,1.3
V098306,2023-01-15,112.89,152.67,39.78,Memória RAM,Componentes,NVIDIA,E-commerce,Sudeste,Fernanda Alves,93,68,1.9
V098307,2023-07-13,198.69,232.87,34.18,Switch de Rede,Rede,D-Link,Marketplace,Sul,Bruno Lima,30,22,3.6
V098308,2024-12-04,392.8,483.64,90.84,No-Break,Componentes,AMD,E-commerce,Centro-Oeste,Eduardo Rocha,87,83,2.8
V098309,2024-02-28,914.97,1134.02,219.05,Câmera,Áudio e Vídeo,Sony,Loja Física,Nordeste,Bruno Lima,10,185,1.7
V098310,2023-12-20,828.78,1053.35,224.57,Estabilizador,Componentes,NVIDIA,E-commerce,Sudeste,Carlos Silva,75,156,4.2
V098311,2024-04-16,409.54,541.34,131.8,Switch de Rede,Rede,TP-Link,Loja Física,Centro-Oeste,Fernanda Alves,41,49,2.4
V098312,2023-05-04,152.31,184.37,32.06,Mouse,Periféricos,Logitech,E-commerce,Sudeste,Bruno Lima,56,67,3.2
V098313,2024-03-06,934.42,1037.85,103.43,TV Box,Áudio e Vídeo,JBL,Loja Física,Sudeste,Eduardo Rocha,54,12,3.1
V098314,2024-04-13,4872.94,5828.79,955.85,Tablet,Eletrônicos,LG,Marketplace,Nordeste,Eduardo Rocha,74,101,2.8
V098315,2024-07-28,96.78,107.28,10.5,Scanner,Periféricos,Multilaser,Venda Direta,Centro-Oeste,Ana Costa,1,66,1.5
V098316,2023-08-05,557.72,756.48,198.76,Impressora,Periféricos,HP,Loja Física,Sul,Fernanda Alves,66,147,1.5
